Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,wholeAddress
1577476,"December 19, 2019",South Dakota,Sioux Falls,1301 W 41st St,0,0,"1301 W 41st St, Sioux Falls, South Dakota"
1577363,"December 19, 2019",Texas,Austin,2602 Collins Creek Dr,1,0,"2602 Collins Creek Dr, Austin, Texas"
1577806,"December 19, 2019",Illinois,Alton,707 Sering Ave,0,0,"707 Sering Ave, Alton, Illinois"
1575654,"December 19, 2019",Tennessee,Nashville,1516 Hampton St,0,1,"1516 Hampton St, Nashville, Tennessee"
1576451,"December 19, 2019",New Mexico,Las Cruces,1400 block of S Almendra St,0,1,"1400 block of S Almendra St, Las Cruces, New Mexico"
1575442,"December 19, 2019",Colorado,Aurora,1250 Chambers Rd,0,0,"1250 Chambers Rd, Aurora, Colorado"
1576867,"December 19, 2019",Texas,Eagle Pass,Cross Creek St,1,1,"Cross Creek St, Eagle Pass, Texas"
1576998,"December 19, 2019",Florida,Palm Coast,7 Cherokee Ct,1,0,"7 Cherokee Ct, Palm Coast, Florida"
1578935,"December 19, 2019",Illinois,North Chicago,1200 block of Lincoln St,0,0,"1200 block of Lincoln St, North Chicago, Illinois"
1576547,"December 19, 2019",New York,Staten Island,226 Woodvale Ave,0,0,"226 Woodvale Ave, Staten Island, New York"
1575426,"December 19, 2019",Rhode Island,Westerly,122 Cross St,2,2,"122 Cross St, Westerly, Rhode Island"
1575961,"December 19, 2019",Kentucky,Louisville,4100 block of W Market St,1,0,"4100 block of W Market St, Louisville, Kentucky"
1576919,"December 19, 2019",Louisiana,Slidell,Jay St,0,1,"Jay St, Slidell, Louisiana"
1576072,"December 19, 2019",Texas,El Paso,11100 block of Pebble Hills Blvd,0,0,"11100 block of Pebble Hills Blvd, El Paso, Texas"
1576038,"December 19, 2019",Pennsylvania,Erie,1600 block of German St,0,1,"1600 block of German St, Erie, Pennsylvania"
1577358,"December 19, 2019",Louisiana,Lake Charles,Lebleu Rd,0,0,"Lebleu Rd, Lake Charles, Louisiana"
1575953,"December 18, 2019",Missouri,Jefferson City,200 block of W Atchison St,0,0,"200 block of W Atchison St, Jefferson City, Missouri"
1575286,"December 18, 2019",Virginia,Petersburg,600 St Mark St,0,2,"600 St Mark St, Petersburg, Virginia"
1575903,"December 18, 2019",Wisconsin,Racine,1800 block of Douglas Ave,0,0,"1800 block of Douglas Ave, Racine, Wisconsin"
1575625,"December 18, 2019",Tennessee,Nashville,2706 Glenrose Ave,0,2,"2706 Glenrose Ave, Nashville, Tennessee"
1575130,"December 18, 2019",Kentucky,Nicholasville,Parker Pl,0,0,"Parker Pl, Nicholasville, Kentucky"
1576742,"December 18, 2019",Pennsylvania,Lancaster,500 block of Plum St,0,1,"500 block of Plum St, Lancaster, Pennsylvania"
1575023,"December 18, 2019",Utah,Brigham City (Perry),1051 W 2700 S,0,0,"1051 W 2700 S, Brigham City (Perry), Utah"
1575002,"December 18, 2019",Iowa,Dubuque,9700 block of Military Rd,0,0,"9700 block of Military Rd, Dubuque, Iowa"
1575782,"December 18, 2019",Connecticut,Waterbury,Washington Ave,0,0,"Washington Ave, Waterbury, Connecticut"
1574924,"December 18, 2019",Massachusetts,Springfield,66 Monmouth Street,0,0,"66 Monmouth Street, Springfield, Massachusetts"
1575175,"December 18, 2019",Texas,San Antonio,2418 SW Military Dr,0,4,"2418 SW Military Dr, San Antonio, Texas"
1575671,"December 18, 2019",Kentucky,Somerset,US-27 and Rural Development Dr,0,1,"US-27 and Rural Development Dr, Somerset, Kentucky"
1575360,"December 18, 2019",Oregon,Sweet Home,1300 block of Clark Mill Rd,0,1,"1300 block of Clark Mill Rd, Sweet Home, Oregon"
1577661,"December 18, 2019",Indiana,Scottsburg (Little York),W Mill Rd and IN-39,0,0,"W Mill Rd and IN-39, Scottsburg (Little York), Indiana"
1575399,"December 18, 2019",Delaware,Milford,200 block of North St,0,0,"200 block of North St, Milford, Delaware"
1575045,"December 18, 2019",Texas,Dallas,Spring Valley Rd and Noel Rd,0,1,"Spring Valley Rd and Noel Rd, Dallas, Texas"
1575250,"December 18, 2019",Tennessee,Nashville,I-24 and Briley Pkwy,0,0,"I-24 and Briley Pkwy, Nashville, Tennessee"
1575898,"December 17, 2019",Ohio,Akron,Wilbur Ave,0,0,"Wilbur Ave, Akron, Ohio"
1574449,"December 17, 2019",Texas,Amarillo,Echo St and NE 24th Ave,1,0,"Echo St and NE 24th Ave, Amarillo, Texas"
1589952,"December 17, 2019",Missouri,Washington,200 block of Pleasant Dr,0,0,"200 block of Pleasant Dr, Washington, Missouri"
1576543,"December 17, 2019",New York,Staten Island,700 block of Sheldon Ave,0,0,"700 block of Sheldon Ave, Staten Island, New York"
1574187,"December 17, 2019",Maryland,Baltimore,1100 block of E 25th St,1,0,"1100 block of E 25th St, Baltimore, Maryland"
1574766,"December 17, 2019",New Mexico,Albuquerque,N/A,0,0,"N/A, Albuquerque, New Mexico"
1575411,"December 17, 2019",Maryland,Columbia,7100 block of Brandywine Way,0,0,"7100 block of Brandywine Way, Columbia, Maryland"
1574729,"December 17, 2019",Georgia,Lawrenceville,N/A,0,0,"N/A, Lawrenceville, Georgia"
1574652,"December 17, 2019",Maryland,Easton,319 Choptank Ave,0,0,"319 Choptank Ave, Easton, Maryland"
1576894,"December 17, 2019",Texas,Longview,400 block of FM 2906,0,0,"400 block of FM 2906, Longview, Texas"
1575357,"December 17, 2019",South Dakota,Pine Ridge,N/A,1,0,"N/A, Pine Ridge, South Dakota"
1574496,"December 17, 2019",Pennsylvania,Philadelphia,600 block of Unruh Ave,1,1,"600 block of Unruh Ave, Philadelphia, Pennsylvania"
1575287,"December 17, 2019",Texas,Huntsville,3200 block of Elks Dr,0,0,"3200 block of Elks Dr, Huntsville, Texas"
1578064,"December 17, 2019",Pennsylvania,Wilkes Barre (Parsons),181 Matson Ave,1,0,"181 Matson Ave, Wilkes Barre (Parsons), Pennsylvania"
1577074,"December 16, 2019",Tennessee,Church Hill,770 Tranbarger Rd,1,0,"770 Tranbarger Rd, Church Hill, Tennessee"
1575866,"December 16, 2019",Ohio,Berea,Concord Cir and French St,0,0,"Concord Cir and French St, Berea, Ohio"
1573440,"December 16, 2019",Pennsylvania,Allentown,815 N Irving St,0,0,"815 N Irving St, Allentown, Pennsylvania"
1574283,"December 16, 2019",Michigan,Benton Harbor,1630 Mall Dr,0,1,"1630 Mall Dr, Benton Harbor, Michigan"
1573246,"December 16, 2019",Virginia,Petersburg,20900 Riverterrace Rd,0,0,"20900 Riverterrace Rd, Petersburg, Virginia"
1574046,"December 16, 2019",Virginia,Chesterfield,17700 Longhouse Ln,0,0,"17700 Longhouse Ln, Chesterfield, Virginia"
1574973,"December 16, 2019",North Carolina,Henderson,137 Sombrero Ln,0,1,"137 Sombrero Ln, Henderson, North Carolina"
1573059,"December 16, 2019",Massachusetts,Brockton,Westgate and Campanelli Industrial drive,0,0,"Westgate and Campanelli Industrial drive, Brockton, Massachusetts"
1573960,"December 16, 2019",Massachusetts,Quincy,121 South Walnut Avenue,0,0,"121 South Walnut Avenue, Quincy, Massachusetts"
1572792,"December 16, 2019",Indiana,Gary,1300 block of Chase St,1,0,"1300 block of Chase St, Gary, Indiana"
1574842,"December 16, 2019",North Carolina,Charlotte,Kennesaw Dr,0,0,"Kennesaw Dr, Charlotte, North Carolina"
1575450,"December 16, 2019",Colorado,Clifton,I-70BL and 32 Rd,0,0,"I-70BL and 32 Rd, Clifton, Colorado"
1575414,"December 16, 2019",Maryland,Hagerstown,400 block of W Franklin St,0,0,"400 block of W Franklin St, Hagerstown, Maryland"
1578156,"December 16, 2019",Maryland,Annapolis,1100 block of Madison St,0,0,"1100 block of Madison St, Annapolis, Maryland"
1573628,"December 16, 2019",District of Columbia,Washington,50 block of M St NW,0,0,"50 block of M St NW, Washington, District of Columbia"
1574600,"December 16, 2019",Alabama,Opelika,AL-15,0,0,"AL-15, Opelika, Alabama"
1572794,"December 16, 2019",Texas,San Antonio,400 block of Warren St,0,1,"400 block of Warren St, San Antonio, Texas"
1573056,"December 15, 2019",Michigan,Romulus,35420 N Alexander St,0,2,"35420 N Alexander St, Romulus, Michigan"
1572448,"December 15, 2019",Colorado,Colorado Springs,3500 block of Hickory Hill Dr,0,0,"3500 block of Hickory Hill Dr, Colorado Springs, Colorado"
1572474,"December 15, 2019",Texas,Longview,1400 block of E Fairmont St,1,0,"1400 block of E Fairmont St, Longview, Texas"
1572588,"December 15, 2019",Ohio,Akron,Brittain Rd and Evans Ave,1,0,"Brittain Rd and Evans Ave, Akron, Ohio"
1572535,"December 15, 2019",West Virginia,Milton,1300 block of Whitten Ridge Rd,0,2,"1300 block of Whitten Ridge Rd, Milton, West Virginia"
1572962,"December 15, 2019",Michigan,Pontiac,90 block of Cadillac St,0,1,"90 block of Cadillac St, Pontiac, Michigan"
1575767,"December 15, 2019",Texas,Round Rock,1300 block of AW Grimes Blvd,0,1,"1300 block of AW Grimes Blvd, Round Rock, Texas"
1572931,"December 15, 2019",New Mexico,Portales,N/A,0,0,"N/A, Portales, New Mexico"
1573420,"December 15, 2019",Nevada,North Las Vegas,2959 W Gowan Rd,1,0,"2959 W Gowan Rd, North Las Vegas, Nevada"
1573680,"December 15, 2019",Florida,Ocala,N/A,0,0,"N/A, Ocala, Florida"
1575408,"December 15, 2019",Maryland,Lexington Park,46800 block of Rogers Dr,0,0,"46800 block of Rogers Dr, Lexington Park, Maryland"
1572199,"December 15, 2019",Maryland,Salisbury,600 block of S Westover Dr,0,1,"600 block of S Westover Dr, Salisbury, Maryland"
1573649,"December 15, 2019",Maryland,Salisbury,502 W Main St,0,0,"502 W Main St, Salisbury, Maryland"
1576145,"December 15, 2019",Georgia,Brunswick,4510 Altama Ave,0,0,"4510 Altama Ave, Brunswick, Georgia"
1572655,"December 15, 2019",Connecticut,New Haven,300 block of East St,0,0,"300 block of East St, New Haven, Connecticut"
1577404,"December 15, 2019",Pennsylvania,Reading,1700 block of N 3rd St,0,0,"1700 block of N 3rd St, Reading, Pennsylvania"
1571852,"December 14, 2019",Texas,Austin,6725 Circle S Rd,0,1,"6725 Circle S Rd, Austin, Texas"
1572494,"December 14, 2019",Oklahoma,Tulsa,8525 E 41st St,0,0,"8525 E 41st St, Tulsa, Oklahoma"
1573406,"December 14, 2019",Ohio,Cambridge,Southgate Pkwy,0,0,"Southgate Pkwy, Cambridge, Ohio"
1573271,"December 14, 2019",Illinois,Decatur,1700 block of E Johns Ave,0,0,"1700 block of E Johns Ave, Decatur, Illinois"
1572950,"December 14, 2019",District of Columbia,Washington,5900 block of Georgia Ave NW,0,0,"5900 block of Georgia Ave NW, Washington, District of Columbia"
1572811,"December 14, 2019",Georgia,Savannah,800 block of Joe St,0,0,"800 block of Joe St, Savannah, Georgia"
1572206,"December 14, 2019",Maryland,Fairland,Colgate Way and Aston Manor Dr,0,0,"Colgate Way and Aston Manor Dr, Fairland, Maryland"
1572728,"December 14, 2019",Florida,Hudson,N/A,0,1,"N/A, Hudson, Florida"
1573642,"December 14, 2019",Delaware,Newark,Briar Ln,0,0,"Briar Ln, Newark, Delaware"
1573572,"December 14, 2019",New York,Cobleskill (Seward),Lawyersville Rd,0,0,"Lawyersville Rd, Cobleskill (Seward), New York"
1576896,"December 14, 2019",Texas,San Antonio,N/A,0,0,"N/A, San Antonio, Texas"
1571286,"December 13, 2019",Missouri,Oak Grove,1400 block of Green Forest Way,0,1,"1400 block of Green Forest Way, Oak Grove, Missouri"
1571293,"December 13, 2019",Kentucky,Hopkinsville,2100 block of Butler Rd,0,1,"2100 block of Butler Rd, Hopkinsville, Kentucky"
1572342,"December 13, 2019",Michigan,Flint,1300 N Linden Rd,0,0,"1300 N Linden Rd, Flint, Michigan"
1571413,"December 13, 2019",Virginia,Norfolk,322 Shirley Ave,0,1,"322 Shirley Ave, Norfolk, Virginia"
1571812,"December 13, 2019",Connecticut,Manchester,East Center St,0,0,"East Center St, Manchester, Connecticut"
1573889,"December 13, 2019",North Carolina,Richlands,Lillie Ln,0,0,"Lillie Ln, Richlands, North Carolina"
1571737,"December 13, 2019",Wisconsin,Waukesha,Murray Ave and Josephine St,0,0,"Murray Ave and Josephine St, Waukesha, Wisconsin"
1574765,"December 13, 2019",South Dakota,Sioux Falls,3400 block of W 51st St,0,0,"3400 block of W 51st St, Sioux Falls, South Dakota"
1571231,"December 13, 2019",Arizona,Scottsdale,N 112th Place and E Poinsettia Dr,1,0,"N 112th Place and E Poinsettia Dr, Scottsdale, Arizona"
1571666,"December 13, 2019",Florida,Titusville,701 South St,0,2,"701 South St, Titusville, Florida"
1572166,"December 13, 2019",Mississippi,Tupelo,Feemster Lake Rd,0,0,"Feemster Lake Rd, Tupelo, Mississippi"
1571288,"December 13, 2019",Texas,Grapevine,3223 Mustang Dr,0,0,"3223 Mustang Dr, Grapevine, Texas"
1571530,"December 13, 2019",Ohio,Dayton (Kettering),3 Parran Pl,1,0,"3 Parran Pl, Dayton (Kettering), Ohio"
1571513,"December 13, 2019",Alabama,Weaver,917 Clairmont Dr,0,0,"917 Clairmont Dr, Weaver, Alabama"
1571508,"December 13, 2019",Colorado,Pueblo,1107 S Prairie Ave,0,0,"1107 S Prairie Ave, Pueblo, Colorado"
1571228,"December 12, 2019",West Virginia,Oak Hill,Gatewood Rd,1,0,"Gatewood Rd, Oak Hill, West Virginia"
1571402,"December 12, 2019",Wisconsin,Milwaukee,3700 block of W Glendale St,1,0,"3700 block of W Glendale St, Milwaukee, Wisconsin"
1572377,"December 12, 2019",Missouri,Saint Robert,600 block of Old Rte 66,0,0,"600 block of Old Rte 66, Saint Robert, Missouri"
1570643,"December 12, 2019",Michigan,Detroit,11700 block of Manor,2,0,"11700 block of Manor, Detroit, Michigan"
1573064,"December 12, 2019",Pennsylvania,Jeannette,Chestnut St,0,0,"Chestnut St, Jeannette, Pennsylvania"
1603352,"December 12, 2019",California,Marin (county),N/A,0,0,"N/A, Marin (county), California"
1571135,"December 12, 2019",South Carolina,Central,140 Blue and Gold Blvd,0,0,"140 Blue and Gold Blvd, Central, South Carolina"
1571794,"December 12, 2019",Indiana,Bedford,Washington Ave,0,0,"Washington Ave, Bedford, Indiana"
1571090,"December 12, 2019",California,Temecula,31555 Rancho Vista Rd,0,0,"31555 Rancho Vista Rd, Temecula, California"
1571048,"December 12, 2019",Iowa,Mason City,1400 block of N Rhode Island Ave,0,0,"1400 block of N Rhode Island Ave, Mason City, Iowa"
1570140,"December 12, 2019",Missouri,Saint Louis,7485 Manchester Rd,0,1,"7485 Manchester Rd, Saint Louis, Missouri"
1571003,"December 12, 2019",Florida,Naples,5363 Carolina Ave,0,0,"5363 Carolina Ave, Naples, Florida"
1570364,"December 12, 2019",Nevada,Henderson,1600 block of W Sunset Rd,1,0,"1600 block of W Sunset Rd, Henderson, Nevada"
1572692,"December 12, 2019",Florida,Sebastian (Micco),N/A,0,0,"N/A, Sebastian (Micco), Florida"
1571614,"December 12, 2019",Illinois,Urbana,1800 block of N Cunningham Ave,0,0,"1800 block of N Cunningham Ave, Urbana, Illinois"
1570262,"December 12, 2019",Virginia,Henrico,7700 block of Wilton Rd,1,1,"7700 block of Wilton Rd, Henrico, Virginia"
1571876,"December 12, 2019",Delaware,Dover,Mast Cir,0,0,"Mast Cir, Dover, Delaware"
1571591,"December 12, 2019",Oregon,Portland,7400 block of SW Garden Home Rd,0,0,"7400 block of SW Garden Home Rd, Portland, Oregon"
1575349,"December 12, 2019",Louisiana,Lake Charles,1617 Clover Dr,0,0,"1617 Clover Dr, Lake Charles, Louisiana"
1576888,"December 12, 2019",Texas,San Antonio,300 Dolorosa,0,0,"300 Dolorosa, San Antonio, Texas"
1574515,"December 12, 2019",Tennessee,Rogersville,333 Sulphur Springs Rd,0,0,"333 Sulphur Springs Rd, Rogersville, Tennessee"
1570530,"December 11, 2019",Mississippi,Hattiesburg,6500 block of US 49,0,0,"6500 block of US 49, Hattiesburg, Mississippi"
1571394,"December 11, 2019",Texas,San Antonio,3500 block of West Ave,0,0,"3500 block of West Ave, San Antonio, Texas"
1569318,"December 11, 2019",Virginia,Midlothian,Charter Colony Pkwy and Midlothian Turnpike,0,2,"Charter Colony Pkwy and Midlothian Turnpike, Midlothian, Virginia"
1575083,"December 11, 2019",West Virginia,Kistler,70 Olive Branch Way,0,0,"70 Olive Branch Way, Kistler, West Virginia"
1570310,"December 11, 2019",Arizona,Avondale,N Dysart Rd and W McDowell Rd,0,1,"N Dysart Rd and W McDowell Rd, Avondale, Arizona"
1569776,"December 11, 2019",Virginia,Norfolk,5018 E Princess Anne Rd,1,0,"5018 E Princess Anne Rd, Norfolk, Virginia"
1819048,"December 11, 2019",Oklahoma,Lawton,H. E. Bailey Turnpike,0,0,"H. E. Bailey Turnpike, Lawton, Oklahoma"
1570243,"December 11, 2019",Massachusetts,Boston,42 Franklin St,0,0,"42 Franklin St, Boston, Massachusetts"
1570107,"December 11, 2019",California,Gonzales,28715 Old Stage Rd,0,1,"28715 Old Stage Rd, Gonzales, California"
1570190,"December 11, 2019",Indiana,Indianapolis,300 block of N Chester Ave,0,0,"300 block of N Chester Ave, Indianapolis, Indiana"
1576485,"December 11, 2019",Wisconsin,Wyocena,N/A,0,0,"N/A, Wyocena, Wisconsin"
1574646,"December 11, 2019",Maryland,Lexington Park,46475 Chapman Dr,0,0,"46475 Chapman Dr, Lexington Park, Maryland"
1569824,"December 11, 2019",Florida,Pensacola,401 Limerick Ln,0,2,"401 Limerick Ln, Pensacola, Florida"
1569979,"December 11, 2019",Maryland,Baltimore,5800 block of Belair Rd,0,1,"5800 block of Belair Rd, Baltimore, Maryland"
1570654,"December 11, 2019",Florida,Naples,100 Ospreys Landing,1,0,"100 Ospreys Landing, Naples, Florida"
1572612,"December 11, 2019",Pennsylvania,Lancaster,300 block E Ross St,0,0,"300 block E Ross St, Lancaster, Pennsylvania"
1571092,"December 10, 2019",Texas,Houston,5350 W Gulf Bank Rd,1,0,"5350 W Gulf Bank Rd, Houston, Texas"
1575277,"December 10, 2019",Texas,Cedar Park,2505 Cedar Cypress Ln,1,0,"2505 Cedar Cypress Ln, Cedar Park, Texas"
1569381,"December 10, 2019",Connecticut,Waterbury,356 Walnut Street,0,0,"356 Walnut Street, Waterbury, Connecticut"
1568644,"December 10, 2019",Nevada,Las Vegas,I-15 and Blue Diamond Rd,0,0,"I-15 and Blue Diamond Rd, Las Vegas, Nevada"
1568676,"December 10, 2019",Texas,Houston,7700 block of Corporate Dr,0,1,"7700 block of Corporate Dr, Houston, Texas"
1568669,"December 10, 2019",Tennessee,Nashville,1800 Stratford Ave,0,0,"1800 Stratford Ave, Nashville, Tennessee"
1569594,"December 10, 2019",Arkansas,El Dorado,200 block of S Roselawn Ave,0,0,"200 block of S Roselawn Ave, El Dorado, Arkansas"
1569475,"December 10, 2019",Massachusetts,Milton,Warren Avenue,0,0,"Warren Avenue, Milton, Massachusetts"
1569303,"December 10, 2019",New York,Central Islip,E Cedar St,0,1,"E Cedar St, Central Islip, New York"
1569374,"December 10, 2019",Connecticut,Hartford,N/A,0,0,"N/A, Hartford, Connecticut"
1581481,"December 10, 2019",Georgia,Cumming,400 Block of Canton Hwy,0,0,"400 Block of Canton Hwy, Cumming, Georgia"
1571036,"December 10, 2019",Florida,Tallahassee,Whitney Dr E,0,0,"Whitney Dr E, Tallahassee, Florida"
1569136,"December 10, 2019",Maryland,Annapolis,Ford Cir,0,0,"Ford Cir, Annapolis, Maryland"
1569081,"December 10, 2019",Maryland,Waldorf,152 Smallwood Village Shopping Center,1,0,"152 Smallwood Village Shopping Center, Waldorf, Maryland"
1571599,"December 10, 2019",Illinois,Joliet,401 N Larkin Ave,0,0,"401 N Larkin Ave, Joliet, Illinois"
1569914,"December 10, 2019",New Jersey,Atlantic City,1300 block of Drexel Ave,0,0,"1300 block of Drexel Ave, Atlantic City, New Jersey"
1569897,"December 10, 2019",Louisiana,Jennings,3300 block of N Frontage Rd,0,0,"3300 block of N Frontage Rd, Jennings, Louisiana"
1589295,"December 10, 2019",Missouri,Arnold,131 Arnold Crossroads Center,0,0,"131 Arnold Crossroads Center, Arnold, Missouri"
1567958,"December 9, 2019",Kentucky,Hebron,2000 block of Downey Dr,0,0,"2000 block of Downey Dr, Hebron, Kentucky"
1568764,"December 9, 2019",Kansas,Wichita,803 S Broadway,1,0,"803 S Broadway, Wichita, Kansas"
1571346,"December 9, 2019",Hawaii,Wailuku,851 Eha St,0,0,"851 Eha St, Wailuku, Hawaii"
1567801,"December 9, 2019",Michigan,Newport,8400 block of Killy Ct,0,2,"8400 block of Killy Ct, Newport, Michigan"
1570269,"December 9, 2019",Nebraska,Lincoln,3620 N 39th St,0,0,"3620 N 39th St, Lincoln, Nebraska"
1569505,"December 9, 2019",Virginia,Roanoke,2000 block of Centre Ave,0,0,"2000 block of Centre Ave, Roanoke, Virginia"
1634346,"December 9, 2019",Connecticut,New London,72 West St,0,0,"72 West St, New London, Connecticut"
1567586,"December 9, 2019",Louisiana,Crowley,1000 block of W 11th St,0,1,"1000 block of W 11th St, Crowley, Louisiana"
1567859,"December 9, 2019",New York,Poughkeepsie,1 Morgan Ave,1,0,"1 Morgan Ave, Poughkeepsie, New York"
1568247,"December 9, 2019",Florida,Tallahassee,1706 Dempsey Mayo Rd,0,0,"1706 Dempsey Mayo Rd, Tallahassee, Florida"
1568223,"December 9, 2019",Florida,Sarasota,10th St and Tamiami Trail,0,1,"10th St and Tamiami Trail, Sarasota, Florida"
